,name,labels
1172,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Rosmarinus officinalis/Rosmarinus officinalis-1-Sample_19_Rosmarinus_40.278_9.275_0.810.jpeg,Rosmarinus officinalis
1173,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Tilia/Tilia-2-Sample_47_Tilia_0706211615_0_-3.316_8.078_0.005.jpeg,Tilia
1174,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Tilia/Tilia-1-Sample_49_Tilia_Flor_3105211737_22.588235_9.882353_4.718426.jpeg,Tilia
1175,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Erica.m-1-Sample_72_Arbutus_Erica_1011211022_0_7.882_-1.435_5.483.jpeg,Erica.m
1176,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-2-Sample_67_Citrus_2809211753_0_32.282_9.550_5.532.jpeg,Helianthus annuus
1177,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-1-Sample_3_Capture_232.bmp,Eucalyptus sp.
1178,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-0-Sample_3_Capture_18.bmp,Eucalyptus sp.
1179,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Tilia/Tilia-0-Sample_49_Tilia_Flor_3105211737_24.000000_6.000000_4.738217.jpeg,Tilia
1180,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-1-Sample_22_imported_Ana_040320211009_Capture_27.jpg,Helianthus annuus
1181,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-0-Sample_58_Vaccinium_myrtillus_2906211527_0_13.411_-4.883_5.143.jpeg,Erica.m
1182,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cistus sp/Cistus sp-2-Sample_19_Rosmarinus_47.216_8.537_0.783.jpeg,Cistus sp
1183,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Tilia/Tilia-3-Sample_47_Tilia_0206211340_0_23.701_-3.322_0.848.jpeg,Tilia
1184,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cistus sp/Cistus sp-2-Sample_79_UC_2812211434_0_15.729_-0.483_-0.010.jpeg,Cistus sp
1185,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Citrus sp/Citrus sp-0-Sample_67_Citrus_0410211018_0_25.264_-0.335_5.422.jpeg,Citrus sp
1186,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Lavandula/Lavandula-0-Sample_71_Lavanda_Espliego_2610211100_0_21.038_-2.432_5.380.jpeg,Lavandula
1187,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Erica.m-1-Sample_72_Arbutus_Erica_0911211658_0_47.698_-6.210_5.531.jpeg,Erica.m
1188,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Citrus sp/Citrus sp-0-Sample_67_Citrus_2909211513_0_8.768_0.234_5.520.jpeg,Citrus sp
1189,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Tilia/Tilia-0-Sample_47_Tilia_0706211612_0_8.104_8.159_0.848.jpeg,Tilia
1190,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-0-Sample_66_Echium_Lotus_Castanea_Euc_2109211114_0_32.705_2.800_5.236.jpeg,Eucalyptus sp.
1191,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-2-Sample_21_Rapseed_Brassica_131.jpeg,Brassica
1192,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-1-Sample_58_Vaccinium_myrtillus_0607211123_0_13.145_6.984_5.237.jpeg,Erica.m
1193,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Erica.m-0-Sample_72_Arbutus_Erica_0911211525_0_35.645_3.507_5.512.jpeg,Erica.m
1194,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cistus sp/Cistus sp-2-Sample_67_Citrus_0410211302_0_4.678_-4.418_5.508.jpeg,Cistus sp
1195,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Rosmarinus officinalis/Rosmarinus officinalis-0-Sample_19_Rosmarinus_40.252_6.256_0.772.jpeg,Rosmarinus officinalis
1196,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-4-Sample_21_Rapseed_54.537_-0.306_0.895.jpeg,Brassica
1197,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_28.028_8.644_0.781.jpeg,Brassica
1198,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Erica.m-1-Sample_72_Arbutus_Erica_0311211549_0_24.665_-1.026_5.455.jpeg,Erica.m
1199,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-0-Sample_22_imported_Ana_050320211215_Capture_474.jpg,Helianthus annuus
1200,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Lavandula/Lavandula-0-Sample_70_Cantueso_2010211525_0_24.286_14.336_5.602.jpeg,Lavandula
1201,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_47.479_-5.238_0.780.jpeg,Brassica
1202,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-10-Sample_66_Echium_Lotus_Castanea_Euc_2109211228_0_30.411_3.198_5.190.jpeg,Eucalyptus sp.
1203,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-3-Sample_64_Erica.t_Calluna_0109211659_0_35.109_2.298_5.242.jpeg,Erica.m
1204,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cistus sp/Cistus sp-0-Sample_61_Olea_Brassica_Salix_0_33.175439_0.352941_4.749775.jpeg,Cistus sp
1205,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Erica.m-0-Sample_72_Arbutus_Erica_0311211552_0_30.101_-0.959_5.462.jpeg,Erica.m
1206,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_24.750_7.419_0.784.jpeg,Brassica
1207,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-0-Sample_66_Echium_Lotus_Castanea_Euc_2109211701_0_0.532_-0.643_5.098.jpeg,Eucalyptus sp.
1208,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Lavandula/Lavandula-0-Sample_71_Lavanda_Espliego_2110211515_0_17.973_0.803_5.485.jpeg,Lavandula
1209,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-14-Sample_66_Echium_Lotus_Castanea_Euc_2109211642_0_2.267_-4.727_5.147.jpeg,Eucalyptus sp.
1210,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Erica.m-0-Sample_72_Arbutus_Erica_0911211534_0_27.695_-0.327_5.504.jpeg,Erica.m
1211,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Erica.m-3-Sample_72_Arbutus_Erica_0911211308_0_10.005_-4.585_5.482.jpeg,Erica.m
1212,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cistus sp/Cistus sp-1-Sample_62_Thymus_0709211200_0_18.279_2.916_5.193.jpeg,Cistus sp
1213,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-0-Sample_58_Vaccinium_myrtillus_2106211350_0_16.095_5.341_0.826.jpeg,Erica.m
1214,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-0-Sample_64_Erica.t_Calluna_0109211105_0_39.202_-3.622_5.282.jpeg,Erica.m
1215,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-0-Sample_58_Vaccinium_myrtillus_2906211224_0_4.773_-2.298_5.267.jpeg,Erica.m
1216,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-0-Sample_22_imported_Ana_050320211215_Capture_649.jpg,Helianthus annuus
1217,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cistus sp/Cistus sp-1-Sample_72_Arbutus_Erica_2311211203_0_12.801_4.712_9.681.jpeg,Cistus sp
1218,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Lavandula/Lavandula-0-Sample_71_Lavanda_Espliego_2810211141_0_31.708_2.135_5.504.jpeg,Lavandula
1219,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-0-Sample_47_Tilia_0_13.964912_1.411765_4.631902.jpeg,Helianthus annuus
1220,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Lavandula/Lavandula-1-Sample_71_Lavanda_Espliego_1810211327_0_17.428_1.398_5.518.jpeg,Lavandula
1221,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-1-Sample_22_imported_Ana_090320210921_Capture_61.jpg,Helianthus annuus
1222,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-2-Sample_65_Castanea_1309211532_0_12.321_-1.220_5.136.jpeg,Eucalyptus sp.
1223,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-0-Sample_19_2202211823_45.428571_3.071429_4.474354.jpeg,Helianthus annuus
1224,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-2-Sample_15_giras (568).jpeg,Helianthus annuus
1225,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Citrus sp/Citrus sp-0-Sample_67_Citrus_0410211644_0_33.613_-0.149_-0.003.jpeg,Citrus sp
1226,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-1-Sample_58_Vaccinium_myrtillus_0607211304_0_41.032_10.986_5.267.jpeg,Erica.m
1227,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Citrus sp/Citrus sp-0-Sample_67_Citrus_2909211307_0_18.871_5.835_5.524.jpeg,Citrus sp
1228,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Erica.m-0-Sample_72_Arbutus_Erica_0911211248_0_7.720_0.565_5.466.jpeg,Erica.m
1229,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Citrus sp/Citrus sp-0-Sample_67_Citrus_2909211620_0_38.291_-0.852_5.542.jpeg,Citrus sp
1230,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-0-Sample_22_imported_Ana_7.719298_5.000000_4.451248.jpeg,Helianthus annuus
1231,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Erica.m-0-Sample_72_Arbutus_Erica_1211211242_0_33.407_13.035_5.496.jpeg,Erica.m
1232,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-4-Sample_66_Echium_Lotus_Castanea_Euc_2109211121_0_-1.035_3.049_5.226.jpeg,Eucalyptus sp.
1233,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Erica.m-0-Sample_72_Arbutus_Erica_2810211620_0_39.275_6.333_5.516.jpeg,Erica.m
1234,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-0-Sample_22_imported_Ana_050320210848_Capture_224.jpg,Helianthus annuus
1235,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cistus sp/Cistus sp-0-Sample_62_Thymus_0_14.140351_0.352941_4.889169.jpeg,Cistus sp
1236,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Lavandula/Lavandula-1-Sample_71_Lavanda_Espliego_2110210901_0_15.421_0.584_5.411.jpeg,Lavandula
1237,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-0-Sample_47_Tilia_0_11.157895_1.058824_4.622314.jpeg,Helianthus annuus
1238,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cardus/Cardus-1-Sample_68_Persea_2910211106_0_6.9137_1.1157_3.7444.jpeg,Cardus
1239,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-3-Sample_21_Rapseed_0_28.245614_1.058824_0.746751_2.jpeg,Brassica
1240,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-1-Sample_3_Capture_465.bmp,Eucalyptus sp.
1241,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Taraxacum/Taraxacum-0-Sample_46_Taraxacum_3003211226_27.529412_4.235294_0.810015.jpeg,Taraxacum
1242,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-0-Sample_64_Erica.t_Calluna_0109211149_0_40.518_-0.788_5.288.jpeg,Erica.m
1243,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-1-Sample_72_Arbutus_Erica_2710211656_0_32.270_-3.663_5.525.jpeg,Helianthus annuus
1244,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-0-Sample_64_Erica.t_Calluna_0109211736_0_19.223_11.082_5.253.jpeg,Erica.m
1245,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Lavandula/Lavandula-0-Sample_71_Lavanda_Espliego_1810211314_0_34.449_-0.919_5.511.jpeg,Lavandula
1246,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Lavandula/Lavandula-3-Sample_71_Lavanda_Espliego_2810211059_0_6.167_-2.551_5.489.jpeg,Lavandula
1247,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Lavandula/Lavandula-2-Sample_71_Lavanda_Espliego_1810211301_0_7.576_-1.885_5.445.jpeg,Lavandula
1248,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-1-Sample_15_girasol_87.jpeg,Helianthus annuus
1249,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Tilia/Tilia-3-Sample_47_Tilia_0206211359_0_9.331_-2.022_0.699.jpeg,Tilia
1250,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-1-Sample_22_imported_Ana_0803211407_4.941176_2.470588_0.636555.jpeg,Helianthus annuus
1251,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-2-Sample_21_Rapseed_49.755_-1.744_0.802.jpeg,Brassica
1252,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_Brassica_116.jpeg,Brassica
1253,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Taraxacum/Taraxacum-1-Sample_67_Citrus_2909211522_0_31.291_-0.766_5.534.jpeg,Taraxacum
1254,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Lavandula/Lavandula-3-Sample_71_Lavanda_Espliego_1810211305_0_15.777_-1.885_5.463.jpeg,Lavandula
1255,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-4-Sample_21_Rapseed_37.718_12.094_0.799.jpeg,Brassica
1256,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-3-Sample_62_Thymus_0_30.105263_0.352941_4.838813.jpeg,Brassica
1257,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-5-Sample_65_Castanea_1309211537_0_27.380_-1.060_5.186.jpeg,Eucalyptus sp.
1258,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-0-Sample_23_Euc_Ech_Coro_8.937_-0.869_0.796.jpeg,Eucalyptus sp.
1259,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cistus sp/Cistus sp-0-Sample_72_Arbutus_Erica_0911211726_0_41.730_-1.629_5.505.jpeg,Cistus sp
1260,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-1-Sample_72_Arbutus_Erica_1011211259_0_18.370_4.570_5.466.jpeg,Helianthus annuus
1261,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Rosmarinus officinalis/Rosmarinus officinalis-0-Sample_19_Rosmarinus_Rosmarinus_247.jpeg,Rosmarinus officinalis
1262,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Tilia/Tilia-3-Sample_47_Tilia_0206211359_0_9.331_-2.022_0.710.jpeg,Tilia
1263,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Lavandula/Lavandula-0-Sample_70_Cantueso_2010211645_0_22.594_6.869_5.653.jpeg,Lavandula
1264,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-0-Sample_65_Castanea_1309211233_0_7.332_-2.064_5.141.jpeg,Eucalyptus sp.
1265,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-0-Sample_22_imported_Ana_0803211407_7.411765_0.705882_0.635846.jpeg,Helianthus annuus
1266,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Tilia/Tilia-1-Sample_47_Tilia_0706211611_0_10.738_8.559_0.851.jpeg,Tilia
1267,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Citrus sp/Citrus sp-1-Sample_67_Citrus_2909211305_0_34.723_5.519_5.537.jpeg,Citrus sp
1268,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Rosmarinus officinalis/Rosmarinus officinalis-0-Sample_19_Rosmarinus_58.220_4.869_0.893.jpeg,Rosmarinus officinalis
1269,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-4-Sample_21_Rapseed_27.596_9.269_0.781.jpeg,Brassica
1270,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Taraxacum/Taraxacum-0-Sample_64_Erica.t_Calluna_0_25.192982_0.352941_4.744392.jpeg,Taraxacum
1271,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-1-Sample_22_imported_Ana_050320211215_Capture_499.jpg,Helianthus annuus
1272,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-1-Sample_17_sunflower_0709211307_0_48.834_-2.533_5.274.jpeg,Helianthus annuus
1273,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Erica.m-0-Sample_72_Arbutus_Erica_2710211306_0_19.963_11.153_5.524.jpeg,Erica.m
1274,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-0-Sample_15_Girasol (226).jpg,Helianthus annuus
1275,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_40.955_1.594_0.725.jpeg,Brassica
1276,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cardus/Cardus-0-Sample_44_Cardus_1503211337_3.529412_1.764706_0.678315.jpeg,Cardus
1277,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-0-Sample_58_Vaccinium_myrtillus_2106211354_0_9.026_6.309_0.820.jpeg,Erica.m
1278,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Erica.m-0-Sample_72_Arbutus_Erica_2710211035_0_42.242_1.000_5.561.jpeg,Erica.m
1279,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-0-Sample_3_Capture_218.bmp,Eucalyptus sp.
1280,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cistus sp/Cistus sp-1-Sample_62_Thymus_0709211148_0_40.383_5.917_5.232.jpeg,Cistus sp
1281,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Lavandula/Lavandula-4-Sample_71_Lavanda_Espliego_2110210858_0_8.219_0.599_5.431.jpeg,Lavandula
1282,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_56_BrassicaHoney_Salix_Quercus_1606211544_0_4.014_-1.084_0.634.jpeg,Brassica
1283,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cistus sp/Cistus sp-6-Sample_62_Thymus_0_25.192982_0.352941_4.843472.jpeg,Cistus sp
1284,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Citrus sp/Citrus sp-0-Sample_67_Citrus_0410211454_0_23.150_2.733_5.491.jpeg,Citrus sp
1285,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-2-Sample_17_sunflower_0_17.824561_0.352941_4.588514.jpeg,Helianthus annuus
1286,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Citrus sp/Citrus sp-0-Sample_67_Citrus_2909211530_0_31.841_-1.718_5.536.jpeg,Citrus sp
1287,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-2-Sample_3_Capture_560.bmp,Eucalyptus sp.
1288,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Taraxacum/Taraxacum-1-Sample_67_Citrus_0410211220_0_41.954_5.400_5.558.jpeg,Taraxacum
1289,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-2-Sample_21_Rapseed_12.085_-5.713_0.689.jpeg,Brassica
1290,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Erica.m-2-Sample_72_Arbutus_Erica_2411211613_0_9.952_-0.141_5.453.jpeg,Erica.m
1291,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Erica.m-0-Sample_72_Arbutus_Erica_0311210955_0_41.358_4.634_5.510.jpeg,Erica.m
1292,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cistus sp/Cistus sp-1-Sample_72_Arbutus_Erica_1011211203_0_8.039_-4.920_5.508.jpeg,Cistus sp
1293,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-2-Sample_19_2202211823_33.857143_8.642857_4.462522.jpeg,Helianthus annuus
1294,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Rosmarinus officinalis/Rosmarinus officinalis-0-Sample_19_Rosmarinus_0.774_5.800_0.713.jpeg,Rosmarinus officinalis
1295,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cardus/Cardus-1-Sample_44_Cardus_1503211337_12.705882_6.705882_0.692462.jpeg,Cardus
1296,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-2-Sample_79_UC_2712211659_0_48.276_5.668_0.029.jpeg,Helianthus annuus
1297,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cistus sp/Cistus sp-0-Sample_61_Olea_Brassica_Salix_0_30.105263_0.352941_4.765476.jpeg,Cistus sp
1298,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_30.668_-1.638_0.763.jpeg,Brassica
1299,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-0-Sample_22_imported_Ana_Capture_893.jpg,Helianthus annuus
1300,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Lavandula/Lavandula-0-Sample_70_Cantueso_2010211651_0_29.629_5.017_5.661.jpeg,Lavandula
1301,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_8.327_11.119_0.762.jpeg,Brassica
1302,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-0-Sample_58_Vaccinium_myrtillus_2106211543_0_10.444_5.141_0.789.jpeg,Erica.m
1303,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Rosmarinus officinalis/Rosmarinus officinalis-0-Sample_19_Rosmarinus_41.129_9.275_0.803.jpeg,Rosmarinus officinalis
1304,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Lavandula/Lavandula-5-Sample_71_Lavanda_Espliego_1810211309_0_24.331_-1.186_5.486.jpeg,Lavandula
1305,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-5-Sample_66_Echium_Lotus_Castanea_Euc_2109211641_0_-7.168_-4.894_5.157.jpeg,Eucalyptus sp.
1306,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_11.533_-6.775_0.686.jpeg,Brassica
1307,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Erica.m-0-Sample_72_Arbutus_Erica_0511211200_0_31.643_11.837_5.503.jpeg,Erica.m
1308,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-4-Sample_3_Capture_2.bmp,Eucalyptus sp.
