name,labels
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_56_BrassicaHoney_Salix_Quercus_1606211318_0_24.599_4.512_0.764.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-3-Sample_21_Rapseed_6.194_7.419_0.752.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_10.220_-6.775_0.689.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-2-Sample_21_Rapseed_30.878_8.644_0.781.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-5-Sample_21_Rapseed_11.952_12.887_0.760.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_1105211748_9.882353_5.294118_0.840734.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_61_Olea_Brassica_Salix_2007211517_0_21.982_3.317_5.115.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-2-Sample_21_Rapseed_0_28.859649_0.000000_0.737298.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_0_26.403509_0.705882_0.740080.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-3-Sample_61_Olea_Brassica_Salix_2007211520_0_39.802_3.600_5.183.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-3-Sample_21_Rapseed_28.117_7.594_0.786.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_28.522_11.937_0.776.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-2-Sample_21_Rapseed_17.055_11.119_0.766.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_11.818_-1.944_0.725.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_0_14.122807_0.000000_0.722582.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_Brassica_39.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-3-Sample_21_Rapseed_22.047_10.475_0.767.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-2-Sample_21_Rapseed_20.497_10.725_0.764.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-3-Sample_21_Rapseed_26.923_10.750_0.778.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-4-Sample_21_Rapseed_36.796_1.556_0.722.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_56_BrassicaHoney_Salix_Quercus_1606211625_0_24.879_7.950_0.661.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_79_UC_2712211222_0_4.224_3.585_0.002.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_67_Citrus_2809211528_0_9.759_-2.652_5.386.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_0_15.964912_0.705882_0.732899.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_56_BrassicaHoney_Salix_Quercus_1606211613_0_47.348_0.550_0.728.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-5-Sample_21_Rapseed_1105211320_0.352941_0.000000_0.785000.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_1105211320_2.470588_1.764706_0.738358.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-8-Sample_21_Rapseed_39.762_1.669_0.728.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-3-Sample_21_Rapseed_33.946_0.344_0.792.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-3-Sample_21_Rapseed_1105211320_2.117647_1.411765_0.772177.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_33.946_0.344_0.789.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_25.053_10.475_0.773.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_16.209_0.656_0.671.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_33.554_11.750_0.786.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-3-Sample_21_Rapseed_27.395_10.869_0.783.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_61_Olea_Brassica_Salix_0_41.157895_0.352941_3.812808.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_1105211320_1.058824_0.000000_0.791250.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_20.845_-2.488_0.742.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_0_17.824561_2.117647_4.695852.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_52_Brassica_0_16.596491_3.176471_4.667878.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_15.100_0.531_0.751.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_56_BrassicaHoney_Salix_Quercus_1606211543_0_1.262_0.850_0.644.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_30.268_0.600_0.712.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_61_Olea_Brassica_Salix_2007211523_0_56.772_4.202_5.343.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_56_BrassicaHoney_Salix_Quercus_1606211546_0_7.481_-0.984_0.650.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_56_BrassicaHoney_Salix_Quercus_1606211334_0_29.947_7.003_0.741.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_29.693_-1.638_0.760.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-3-Sample_21_Rapseed_1105211320_0.000000_2.117647_0.744564.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-2-Sample_21_Rapseed_32.859_8.419_0.795.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_21.856_-2.488_0.746.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_56_BrassicaHoney_Salix_Quercus_1606211548_0_10.115_-1.000_0.644.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_56_BrassicaHoney_Salix_Quercus_1606211618_0_11.910_4.484_0.565.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-2-Sample_21_Rapseed_Brassica_54.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_24.750_7.419_0.784.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-6-Sample_21_Rapseed_1105211320_1.411765_0.000000_0.794375.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_56_BrassicaHoney_Salix_Quercus_1606211635_0_17.794_1.281_0.716.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-6-Sample_21_Rapseed_0_14.736842_0.352941_0.732205.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_61_Olea_Brassica_Salix_0_19.666667_5.647059_3.848582.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-3-Sample_21_Rapseed_38.586_1.275_0.722.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_52_Brassica_0_36.245614_0.352941_4.649508.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_27.195_-0.244_0.783.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-7-Sample_62_Thymus_0_13.526316_0.000000_4.805312.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_0_24.578947_0.705882_4.882015.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_0_28.859649_0.000000_0.737298_2.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_18.347_-0.163_0.685.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_37.232_1.506_0.722.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-3-Sample_56_BrassicaHoney_Salix_Quercus_1606211341_0_52.965_2.003_0.963.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_62_Thymus_0_9.842105_0.000000_4.792500.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_0_23.947368_1.058824_0.750119_2.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_52_Brassica_0_30.105263_2.470588_4.673658.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-4-Sample_21_Rapseed_1105211320_1.411765_1.058824_0.760646.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_32.427_8.237_0.790.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_61_Olea_Brassica_Salix_0_35.017544_6.000000_3.853389.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-2-Sample_56_BrassicaHoney_Salix_Quercus_1606211301_0_30.130_-2.384_0.740.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_21.856_-2.488_0.742.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_Brassica_86.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-3-Sample_21_Rapseed_41.160_-4.756_0.778.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-2-Sample_61_Olea_Brassica_Salix_2007211528_0_24.165_6.036_5.157.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_56_BrassicaHoney_Salix_Quercus_1606211357_0_31.653_8.937_0.713.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_Brassica_24.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_25.886_8.194_0.781.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-2-Sample_21_Rapseed_42.652_-0.281_0.790.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_Brassica_70.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-2-Sample_21_Rapseed_0_14.736842_0.000000_0.735709.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-3-Sample_21_Rapseed_Brassica_31.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_56_BrassicaHoney_Salix_Quercus_1606211358_0_12.032_9.487_0.663.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_28.411_-0.244_0.783.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_1105211748_2.117647_0.705882_0.849922.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_56_BrassicaHoney_Salix_Quercus_1606211340_0_51.182_2.253_0.964.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_25.062_9.325_0.780.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-2-Sample_56_BrassicaHoney_Salix_Quercus_1606211547_0_8.414_-1.100_0.644.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-3-Sample_21_Rapseed_31.011_0.431_0.780.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_51_Acacia_dirt_0809211658_0_16.314_2.994_5.176.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_52.823_11.600_0.815.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_Brassica_59.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_0_31.315789_0.705882_0.741046.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-2-Sample_21_Rapseed_12.500_-5.713_0.682.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-3-Sample_21_Rapseed_39.254_-4.781_0.765.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-2-Sample_21_Rapseed_1105211320_0.000000_2.117647_0.744564.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_0_12.894737_1.058824_0.730140_2.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_17.322_-2.163_0.740.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_47.430_-3.669_0.793.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_46.557_9.187_0.800.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-3-Sample_21_Rapseed_0_30.087719_0.352941_0.749325.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_0_12.912281_0.705882_4.842453.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_33.924_1.319_0.715.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-4-Sample_21_Rapseed_33.737_-4.838_0.763.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_Brassica_77.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-2-Sample_61_Olea_Brassica_Salix_2007211342_0_36.742_1.316_5.193.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-2-Sample_21_Rapseed_47.479_-5.238_0.780.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_19.656_-3.569_0.742.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_0_14.736842_0.352941_0.736205.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-2-Sample_63_Rosmarinus_Prunus_0_20.975297_-0.439828_5.057781.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_53.865_-4.188_0.881.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_0_31.315789_0.000000_0.751456.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_36.796_1.556_0.725.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-3-Sample_21_Rapseed_25.752_10.475_0.773.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_61_Olea_Brassica_Salix_2007211518_0_32.018_3.533_5.153.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_30.553_8.237_0.788.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_1105211320_0.705882_1.411765_0.774839.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_61_Olea_Brassica_Salix_2007211234_0_6.167_-2.384_5.236.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_61_Olea_Brassica_Salix_0_17.210526_1.411765_4.740538.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_27.195_-0.244_0.776.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_20.489_0.031_0.761.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_17_sunflower_0_26.947368_1.058824_4.628213.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_11.124_-1.944_0.722.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-2-Sample_21_Rapseed_46.174_0.500_0.796.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_0_15.350877_0.705882_0.732202.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-4-Sample_21_Rapseed_1105211320_2.117647_0.352941_0.779395.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_1105211748_10.235294_0.352941_0.838500.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_0_11.070175_0.000000_4.838750.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_61_Olea_Brassica_Salix_2007211359_0_7.594_2.466_5.075.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-3-Sample_21_Rapseed_37.780_-6.088_0.750.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-5-Sample_21_Rapseed_44.718_-4.656_0.776.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_56_BrassicaHoney_Salix_Quercus_1606211616_0_25.394_3.916_0.655.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-2-Sample_21_Rapseed_23.005_-2.488_0.741.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-3-Sample_21_Rapseed_9.970_-0.919_0.650.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-5-Sample_21_Rapseed_1105211320_1.764706_1.764706_0.747089.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_0_13.526316_0.000000_4.844609.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_42.313_1.631_0.722.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_52_Brassica_0_15.982456_1.411765_4.672398.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_61_Olea_Brassica_Salix_2007211347_0_51.828_2.034_5.482.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_52_Brassica_0_18.438596_0.705882_4.668694.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-3-Sample_21_Rapseed_53.415_-0.719_0.857.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_18.347_-0.163_0.685.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_53.852_11.600_0.936.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-2-Sample_21_Rapseed_42.652_-0.281_0.794.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_61_Olea_Brassica_Salix_0_15.368421_0.000000_4.955110.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-2-Sample_21_Rapseed_18.347_-0.163_0.678.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_61_Olea_Brassica_Salix_2007211524_0_56.654_4.533_5.335.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_17.416_-3.456_0.733.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_56_BrassicaHoney_Salix_Quercus_1606211330_0_39.628_6.522_0.786.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-4-Sample_21_Rapseed_Brassica_101.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_61_Olea_Brassica_Salix_2007211353_0_32.683_2.685_5.144.jpeg,Brassica
/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-3-Sample_21_Rapseed_37.232_1.506_0.719.jpeg,Brassica
